"","","","",10-,"","",11-,"","",12-,"","","",01-,"","",02-,"","",03-,"","",04-,"","","",05-,"","","",06-,"","",07-,"","",08-,"","","",09-,""
"","","","","","","","","",09,"","",09,"","",09,"","","","","",10,"","",10,"","",10,"","",10,"","","","","",10,"","","","","",10,"","",10,"","",10,"","","","","",10,""
"Central Detention Facility","","",2031,"","",2145,"","",2086,"","",2140,"",""
"",Correctional,"",966,"","",964,"","",964,"","",903,"","",818,"","",774,"","",801,"","",805,"","",852,"","",907,"","",903,"","",874,"",""
"",Treatment,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",Facility,"","",96,"","","","","","","",96,"","","","","","","",96,"","","","","","","",90,"","","","","","","",81,"","","","","","","",77,"","","","","","","",80,"","","","","","","",80,"","","","","","","",85,"","","","","","","",90,"","","","","","","",90,"","","","","","","",87,"","","","","",""
"Other Contract Facilities","","",120,"","",120,"","",114,"","",122,"","",118,"","",113,"","",115,"","",115,"","",111,"","",106,"","",112,"","",87,"",""
"",Total,"","",3173,"","",3143,"","",3083,"","",305,"","",299,"","",301,"","",306,"","",306,"","",304,"","",312,"","",312,"","",310,""


"",""
"","","","",""


966,""
"",96,"","",""


964,""
"",96,"","",""


964,""
"",96,"","",""


903,""
"",90,"","",""


818,""
"",81,"","",""


774,""
"",77,"","",""


801,""
"",80,"","",""


805,""
"",80,"","",""


852,""
"",85,"","",""


907,""
"",90,"","",""


903,""
"",90,"","",""


874,""
"",87,"","",""


"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","",10,"","",10,"","","","","",10,"","",11,"","",11,"","","","","",11,"","",11,"","","","","",11,"","",11,"","","","","",11,"","",11,"","","","","",11,""
"Central Detention Facility*","","",2000,"","",2070,"","",2144,"","",2170,"","",2185,"",""
"",Correctional,"",817,"","",793,"","",765,"","",764,"","",777,"","",821,"","",890,"","",956,"","",887,"","",827,"","",788,"","",786,"",""
"",Treatment,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",Facility,"","",81,"","","","","","","",79,"","","","","","","",76,"","","","","","","",76,"","","","","","","",77,"","","","","","","",82,"","","","","","","",89,"","","","","","","",95,"","","","","","","",88,"","","","","","","",82,"","","","","","","",78,"","","","","","","",78,"","","","","",""
"Other Contract Facilities","","",91,"","",111,"","",111,"","",117,"","",113,"","",109,"","",107,"","",116,"","",109,"","",115,"","",120,"","",123,"",""
"",Total,"","",3015,"","",2959,"","",2876,"","",279,"","",284,"","",300,"","",311,"","",321,"","",316,"","",311,"","",308,"","",309,""


"",""
"","","","",""


817,""
"",81,"","",""


793,""
"",79,"","",""


765,""
"",76,"","",""


764,""
"",76,"","",""


777,""
"",77,"","",""


821,""
"",82,"","",""


890,""
"",89,"","",""


956,""
"",95,"","",""


887,""
"",88,"","",""


827,""
"",82,"","",""


788,""
